City,State,Housing type,Project,Units,Sq. ft. per unit,Population density,Neighborhood median income,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
New York,NY,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.54,2.47,2.62,2.47–2.62,0.68,0.65,0.72,0.65–0.72,7
Boston,MA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.47,2.08,2.87,2.08–2.87,1.24,0.93,1.55,0.93–1.55,8
Honolulu,HI,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.13,2.07,2.19,2.07–2.19,0.68,0.65,0.7,0.65–0.7,9
Seattle,WA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.12,2.05,2.19,2.05–2.19,0.63,0.59,0.66,0.59–0.66,10
San Diego,CA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.1,2,2.21,2–2.21,0.67,0.62,0.72,0.62–0.72,11
San Jose,CA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.1,1.68,2.52,1.68–2.52,0.33,0.19,0.47,0.19–0.47,12
Providence,RI,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.1,1.55,2.64,1.55–2.64,0.14,0.09,0.18,0.09–0.18,13
Fort Lauderdale,FL,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.05,1.88,2.23,1.88–2.23,0.53,0.46,0.61,0.46–0.61,14
St. Paul,MN,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",2.03,1.74,2.32,1.74–2.32,0.18,0.16,0.21,0.16–0.21,15
Boulder,CO,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.98,1.78,2.18,1.78–2.18,0.48,0.42,0.53,0.42–0.53,16
Cleveland,OH,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.69,1.54,1.85,1.54–1.85,0.61,0.54,0.68,0.54–0.68,17
Buffalo,NY,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.65,1.15,2.14,1.15–2.14,0.46,0.23,0.68,0.23–0.68,18
Houston,TX,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.63,1.56,1.69,1.56–1.69,0.29,0.27,0.31,0.27–0.31,19
Albuquerque,NM,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.6,1.53,1.68,1.53–1.68,0.11,0.1,0.11,0.1–0.11,20
Anaheim,CA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.59,1.42,1.76,1.42–1.76,0.58,0.49,0.67,0.49–0.67,21
Cincinnati,OH,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.51,1.43,1.59,1.43–1.59,0.22,0.2,0.24,0.2–0.24,22
Sacramento,CA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.46,1.37,1.54,1.37–1.54,0.42,0.38,0.47,0.38–0.47,23
Portland,OR,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.41,1.38,1.44,1.38–1.44,0.49,0.48,0.51,0.48–0.51,24
Baltimore,MD,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.4,1.1,1.71,1.1–1.71,0.67,0.43,0.92,0.43–0.92,25
Atlanta,GA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.38,1.33,1.44,1.33–1.44,0.4,0.36,0.44,0.36–0.44,26
Reno,NV,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.33,1.12,1.55,1.12–1.55,0.4,0.26,0.55,0.26–0.55,27
Austin,TX,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.31,1.26,1.35,1.26–1.35,0.24,0.23,0.26,0.23–0.26,28
Sioux Falls,SD,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.27,0.99,1.55,0.99–1.55,0.04,0.02,0.07,0.02–0.07,29
Ann Arbor,MI,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.25,1.07,1.44,1.07–1.44,0.18,0.12,0.24,0.12–0.24,30
Spokane,WA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.23,1.13,1.33,1.13–1.33,0.08,0.07,0.09,0.07–0.09,31
Jacksonville,FL,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.15,1.11,1.19,1.11–1.19,0.15,0.14,0.16,0.14–0.16,32
Orlando,FL,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.12,1.07,1.17,1.07–1.17,0.23,0.21,0.25,0.21–0.25,33
New Orleans,LA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.04,1,1.08,1–1.08,0.13,0.12,0.15,0.12–0.15,34
Tulsa,OK,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1.03,0.94,1.11,0.94–1.11,0.09,0.08,0.1,0.08–0.1,35
Omaha,NE,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1,0.94,1.07,0.94–1.07,0.03,0.03,0.03,0.03–0.03,36
Baton Rouge,LA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",1,0.92,1.08,0.92–1.08,0.25,0.21,0.29,0.21–0.29,37
Denver,CO,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.96,0.95,0.98,0.95–0.98,0.2,0.2,0.21,0.2–0.21,38
Tampa,FL,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.93,0.9,0.95,0.9–0.95,0.19,0.18,0.19,0.18–0.19,39
Nashville,TN,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.91,0.9,0.93,0.9–0.93,0.07,0.07,0.08,0.07–0.08,40
Little Rock,AR,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.87,0.81,0.93,0.81–0.93,0.01,0.01,0.01,0.01–0.01,41
San Antonio,TX,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.86,0.84,0.88,0.84–0.88,0.08,0.07,0.08,0.07–0.08,42
Charleston,SC,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.85,0.82,0.88,0.82–0.88,0.1,0.09,0.11,0.09–0.11,43
Columbus,OH,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.83,0.81,0.85,0.81–0.85,0.05,0.04,0.05,0.04–0.05,44
Raleigh,NC,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.79,0.76,0.83,0.76–0.83,0.14,0.13,0.15,0.13–0.15,45
Norfolk,VA,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.78,0.74,0.82,0.74–0.82,0.18,0.16,0.2,0.16–0.2,46
Boise,ID,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.76,0.74,0.78,0.74–0.78,0.12,0.12,0.13,0.12–0.13,47
Oklahoma City,OK,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.76,0.74,0.77,0.74–0.77,0.04,0.03,0.04,0.03–0.04,48
Louisville,KY,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.76,0.72,0.79,0.72–0.79,0.03,0.03,0.04,0.03–0.04,49
Durham,NC,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.72,0.7,0.74,0.7–0.74,0.09,0.09,0.09,0.09–0.09,50
Mesa,AZ,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.65,0.63,0.67,0.63–0.67,0.08,0.07,0.09,0.07–0.09,51
Fort Worth,TX,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.64,0.63,0.65,0.63–0.65,0.09,0.09,0.09,0.09–0.09,52
Phoenix,AZ,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.63,0.62,0.64,0.62–0.64,0.05,0.05,0.06,0.05–0.06,53
El Paso,TX,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.62,0.61,0.64,0.61–0.64,0.07,0.07,0.08,0.07–0.08,54
Colorado Springs,CO,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.61,0.59,0.62,0.59–0.62,0.07,0.07,0.08,0.07–0.08,55
Wilmington,NC,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.59,0.57,0.61,0.57–0.61,0.01,0.01,0.01,0.01–0.01,56
Indianapolis,IN,Single-family,"Single-family, 2,800 sq. ft.",1,2800,"4,000/sq. mi.","$80,000",0.46,0.43,0.5,0.43–0.5,0.01,0.01,0.02,0.01–0.02,57
San Francisco,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",4.07,3.61,4.52,3.61–4.52,1.22,1.02,1.43,1.02–1.43,1
Miami,FL,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",3.6,3.34,3.86,3.34–3.86,1.46,1.32,1.6,1.32–1.6,2
Philadelphia,PA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",3.17,2.83,3.5,2.83–3.5,0.24,0.18,0.29,0.18–0.29,3
Oakland,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",3.01,2.66,3.37,2.66–3.37,0.48,0.4,0.57,0.4–0.57,4
Pittsburgh,PA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.78,2.26,3.29,2.26–3.29,0.9,0.49,1.31,0.49–1.31,5
Los Angeles,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.67,2.63,2.71,2.63–2.71,0.76,0.75,0.78,0.75–0.78,6
New York,NY,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.66,2.58,2.74,2.58–2.74,0.69,0.65,0.73,0.65–0.73,7
Boston,MA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.46,2.06,2.86,2.06–2.86,1.24,0.93,1.56,0.93–1.56,8
Seattle,WA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.19,2.11,2.26,2.11–2.26,0.64,0.6,0.67,0.6–0.67,9
Fort Lauderdale,FL,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.15,1.98,2.31,1.98–2.31,0.55,0.48,0.63,0.48–0.63,10
San Diego,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.14,2.03,2.26,2.03–2.26,0.69,0.63,0.75,0.63–0.75,11
Honolulu,HI,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.09,2.03,2.15,2.03–2.15,0.67,0.64,0.69,0.64–0.69,12
St. Paul,MN,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.08,1.77,2.39,1.77–2.39,0.2,0.17,0.23,0.17–0.23,13
Providence,RI,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.08,1.48,2.67,1.48–2.67,0.13,0.09,0.18,0.09–0.18,14
San Jose,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",2.07,1.65,2.48,1.65–2.48,0.31,0.18,0.45,0.18–0.45,15
Boulder,CO,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.97,1.79,2.14,1.79–2.14,0.48,0.43,0.53,0.43–0.53,16
Cleveland,OH,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.7,1.54,1.86,1.54–1.86,0.63,0.56,0.7,0.56–0.7,17
Albuquerque,NM,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.68,1.6,1.75,1.6–1.75,0.11,0.1,0.12,0.1–0.12,18
Houston,TX,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.67,1.6,1.74,1.6–1.74,0.29,0.27,0.32,0.27–0.32,19
Anaheim,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.65,1.47,1.83,1.47–1.83,0.59,0.49,0.68,0.49–0.68,20
Buffalo,NY,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.56,1.04,2.08,1.04–2.08,0.41,0.19,0.63,0.19–0.63,21
Cincinnati,OH,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.54,1.45,1.64,1.45–1.64,0.22,0.19,0.24,0.19–0.24,22
Reno,NV,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.5,1.26,1.74,1.26–1.74,0.43,0.28,0.58,0.28–0.58,23
Portland,OR,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.5,1.45,1.54,1.45–1.54,0.5,0.48,0.52,0.48–0.52,24
Sacramento,CA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.48,1.38,1.58,1.38–1.58,0.43,0.38,0.48,0.38–0.48,25
Atlanta,GA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.44,1.38,1.49,1.38–1.49,0.4,0.36,0.45,0.36–0.45,26
Austin,TX,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.36,1.31,1.41,1.31–1.41,0.26,0.24,0.28,0.24–0.28,27
Baltimore,MD,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.33,1.04,1.62,1.04–1.62,0.65,0.4,0.89,0.4–0.89,28
Sioux Falls,SD,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.3,1.01,1.59,1.01–1.59,0.04,0.02,0.07,0.02–0.07,29
Spokane,WA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.28,1.16,1.41,1.16–1.41,0.08,0.07,0.09,0.07–0.09,30
Ann Arbor,MI,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.24,1.05,1.43,1.05–1.43,0.17,0.11,0.23,0.11–0.23,31
Orlando,FL,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.2,1.15,1.26,1.15–1.26,0.24,0.22,0.26,0.22–0.26,32
Jacksonville,FL,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.18,1.14,1.22,1.14–1.22,0.15,0.14,0.15,0.14–0.15,33
New Orleans,LA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.09,1.05,1.13,1.05–1.13,0.15,0.13,0.16,0.13–0.16,34
Baton Rouge,LA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.09,1,1.17,1–1.17,0.25,0.21,0.28,0.21–0.28,35
Tulsa,OK,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1.07,0.99,1.15,0.99–1.15,0.09,0.08,0.11,0.08–0.11,36
Omaha,NE,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1,0.94,1.07,0.94–1.07,0.03,0.03,0.03,0.03–0.03,37
Tampa,FL,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",1,0.97,1.02,0.97–1.02,0.19,0.18,0.2,0.18–0.2,38
Denver,CO,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.99,0.97,1.01,0.97–1.01,0.2,0.2,0.21,0.2–0.21,39
Nashville,TN,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.99,0.97,1,0.97–1,0.08,0.08,0.08,0.08–0.08,40
Little Rock,AR,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.98,0.91,1.05,0.91–1.05,0.01,0.01,0.01,0.01–0.01,41
Charleston,SC,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.93,0.89,0.97,0.89–0.97,0.11,0.1,0.11,0.1–0.11,42
San Antonio,TX,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.9,0.87,0.93,0.87–0.93,0.08,0.08,0.09,0.08–0.09,43
Columbus,OH,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.85,0.83,0.87,0.83–0.87,0.05,0.05,0.05,0.05–0.05,44
Raleigh,NC,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.85,0.81,0.88,0.81–0.88,0.14,0.14,0.15,0.14–0.15,45
Oklahoma City,OK,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.81,0.79,0.83,0.79–0.83,0.04,0.04,0.04,0.04–0.04,46
Boise,ID,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.81,0.77,0.84,0.77–0.84,0.12,0.11,0.13,0.11–0.13,47
Norfolk,VA,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.79,0.74,0.83,0.74–0.83,0.18,0.16,0.2,0.16–0.2,48
Louisville,KY,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.73,0.7,0.77,0.7–0.77,0.04,0.03,0.04,0.03–0.04,49
Durham,NC,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.73,0.71,0.74,0.71–0.74,0.08,0.08,0.08,0.08–0.08,50
Mesa,AZ,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.69,0.67,0.72,0.67–0.72,0.09,0.09,0.1,0.09–0.1,51
Phoenix,AZ,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.69,0.68,0.7,0.68–0.7,0.06,0.05,0.06,0.05–0.06,52
El Paso,TX,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.68,0.65,0.7,0.65–0.7,0.08,0.07,0.09,0.07–0.09,53
Fort Worth,TX,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.66,0.65,0.67,0.65–0.67,0.09,0.08,0.09,0.08–0.09,54
Colorado Springs,CO,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.62,0.6,0.64,0.6–0.64,0.07,0.06,0.07,0.06–0.07,55
Wilmington,NC,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.6,0.58,0.62,0.58–0.62,0.01,0.01,0.01,0.01–0.01,56
Indianapolis,IN,Single-family,"Single-family, 3,500 sq. ft.",1,3500,"4,000/sq. mi.","$80,000",0.48,0.45,0.51,0.45–0.51,0.01,0.01,0.02,0.01–0.02,57
San Francisco,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",4.38,3.89,4.87,3.89–4.87,1.33,1.11,1.56,1.11–1.56,1
Miami,FL,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",3.65,3.37,3.92,3.37–3.92,1.52,1.37,1.67,1.37–1.67,2
Philadelphia,PA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",3.3,2.95,3.65,2.95–3.65,0.25,0.19,0.3,0.19–0.3,3
Oakland,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",3.14,2.72,3.56,2.72–3.56,0.51,0.41,0.61,0.41–0.61,4
New York,NY,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.8,2.71,2.89,2.71–2.89,0.7,0.66,0.74,0.66–0.74,5
Los Angeles,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.71,2.67,2.76,2.67–2.76,0.74,0.72,0.76,0.72–0.76,6
Boston,MA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.45,2.03,2.86,2.03–2.86,1.24,0.92,1.57,0.92–1.57,7
Fort Lauderdale,FL,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.26,2.09,2.43,2.09–2.43,0.57,0.49,0.66,0.49–0.66,8
Seattle,WA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.26,2.18,2.34,2.18–2.34,0.65,0.61,0.69,0.61–0.69,9
San Diego,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.19,2.06,2.32,2.06–2.32,0.72,0.65,0.79,0.65–0.79,10
St. Paul,MN,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.13,1.75,2.51,1.75–2.51,0.22,0.18,0.26,0.18–0.26,11
Providence,RI,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.05,1.38,2.73,1.38–2.73,0.13,0.08,0.18,0.08–0.18,12
Honolulu,HI,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.05,2,2.11,2–2.11,0.65,0.63,0.68,0.63–0.68,13
San Jose,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",2.03,1.6,2.46,1.6–2.46,0.3,0.16,0.43,0.16–0.43,14
Boulder,CO,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.95,1.78,2.12,1.78–2.12,0.48,0.43,0.52,0.43–0.52,15
Albuquerque,NM,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.76,1.67,1.85,1.67–1.85,0.12,0.11,0.13,0.11–0.13,16
Houston,TX,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.72,1.65,1.8,1.65–1.8,0.29,0.27,0.32,0.27–0.32,17
Anaheim,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.72,1.51,1.93,1.51–1.93,0.59,0.48,0.7,0.48–0.7,18
Reno,NV,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.71,1.43,1.99,1.43–1.99,0.46,0.3,0.63,0.3–0.63,19
Cleveland,OH,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.71,1.54,1.88,1.54–1.88,0.66,0.58,0.74,0.58–0.74,20
Portland,OR,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.6,1.54,1.67,1.54–1.67,0.51,0.48,0.54,0.48–0.54,21
Cincinnati,OH,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.59,1.47,1.7,1.47–1.7,0.22,0.19,0.25,0.19–0.25,22
Sacramento,CA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.51,1.39,1.63,1.39–1.63,0.43,0.37,0.49,0.37–0.49,23
Atlanta,GA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.5,1.44,1.57,1.44–1.57,0.41,0.36,0.45,0.36–0.45,24
Buffalo,NY,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.46,0.9,2.03,0.9–2.03,0.36,0.14,0.59,0.14–0.59,25
Austin,TX,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.42,1.36,1.47,1.36–1.47,0.27,0.25,0.29,0.25–0.29,26
Spokane,WA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.35,1.19,1.5,1.19–1.5,0.08,0.07,0.09,0.07–0.09,27
Sioux Falls,SD,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.33,1.03,1.63,1.03–1.63,0.04,0.02,0.07,0.02–0.07,28
Orlando,FL,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.31,1.25,1.37,1.25–1.37,0.26,0.24,0.28,0.24–0.28,29
Baltimore,MD,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.25,0.97,1.53,0.97–1.53,0.61,0.37,0.86,0.37–0.86,30
Ann Arbor,MI,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.23,1.02,1.43,1.02–1.43,0.16,0.09,0.23,0.09–0.23,31
Jacksonville,FL,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.22,1.17,1.27,1.17–1.27,0.14,0.14,0.15,0.14–0.15,32
Baton Rouge,LA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.19,1.1,1.28,1.1–1.28,0.25,0.21,0.28,0.21–0.28,33
New Orleans,LA,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.15,1.09,1.2,1.09–1.2,0.16,0.14,0.18,0.14–0.18,34
Tulsa,OK,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.12,1.04,1.2,1.04–1.2,0.1,0.08,0.11,0.08–0.11,35
Little Rock,AR,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.12,1.03,1.21,1.03–1.21,0.01,0.01,0.01,0.01–0.01,36
Tampa,FL,Single-family,"Single-family, 4,500 sq. ft.",1,4500,"4,000/sq. mi.","$80,000",1.08,1.05,1.11,1.05–1.11,0.19,0.18,0.2,0.18–0.2,37
